model-1664982448,1664982459.074,0.67,0.2221,0.52,0.2546
model-1664982448,1664982459.119,0.61,0.2405,0.7,0.214
model-1664982448,1664982459.166,0.54,0.2435,0.65,0.2314
model-1664982448,1664982459.234,0.69,0.2207,0.57,0.2481
model-1664982448,1664982459.282,0.63,0.2266,0.59,0.2384
model-1664982448,1664982459.341,0.64,0.2307,0.57,0.2457
model-1664982448,1664982459.381,0.61,0.221,0.63,0.225
model-1664982448,1664982459.444,0.64,0.2281,0.61,0.2363
model-1664982448,1664982459.496,0.69,0.2157,0.61,0.2321
model-1664982448,1664982459.546,0.57,0.2374,0.66,0.2163
model-1664982448,1664982459.602,0.56,0.2411,0.53,0.2441
model-1664982448,1664982459.645,0.62,0.2292,0.62,0.2348
model-1664982448,1664982459.704,0.67,0.2232,0.61,0.2424
model-1664982448,1664982459.758,0.65,0.2245,0.57,0.2353
model-1664982448,1664982459.81,0.65,0.2278,0.53,0.2471
model-1664982448,1664982459.868,0.63,0.2328,0.65,0.2322
model-1664982448,1664982459.92,0.62,0.2515,0.59,0.2402
model-1664982448,1664982459.981,0.69,0.2192,0.66,0.2307
model-1664982448,1664982460.02,0.59,0.2256,0.67,0.2052
model-1664982448,1664982460.088,0.69,0.1996,0.63,0.228
model-1664982448,1664982460.135,0.62,0.229,0.6,0.2407
model-1664982448,1664982460.194,0.56,0.2505,0.57,0.2623
model-1664982448,1664982460.236,0.62,0.234,0.55,0.264
model-1664982448,1664982460.3,0.61,0.2296,0.57,0.2533
model-1664982448,1664982460.347,0.65,0.2182,0.58,0.2382
model-1664982448,1664982460.407,0.6,0.2344,0.54,0.2501
model-1664982448,1664982460.445,0.58,0.2374,0.52,0.262
model-1664982448,1664982460.505,0.58,0.2424,0.59,0.2365
model-1664982448,1664982460.564,0.59,0.2399,0.61,0.223
model-1664982448,1664982460.606,0.52,0.2518,0.66,0.2239
model-1664982448,1664982460.669,0.63,0.2313,0.59,0.2255
model-1664982448,1664982460.721,0.58,0.2319,0.61,0.2303
model-1664982448,1664982460.775,0.59,0.2412,0.52,0.2553
model-1664982448,1664982460.827,0.64,0.2296,0.65,0.2244
model-1664982448,1664982460.879,0.65,0.224,0.61,0.2296
model-1664982448,1664982460.922,0.74,0.2067,0.6,0.2369
model-1664982448,1664982460.984,0.58,0.2502,0.54,0.2384
model-1664982448,1664982461.039,0.57,0.2406,0.64,0.2336
model-1664982448,1664982461.079,0.62,0.2275,0.41,0.2662
model-1664982448,1664982461.137,0.59,0.2374,0.63,0.2256
model-1664982448,1664982461.193,0.54,0.2481,0.65,0.2222
model-1664982448,1664982461.238,0.54,0.247,0.56,0.2355
model-1664982448,1664982461.297,0.62,0.2257,0.65,0.2299
model-1664982448,1664982461.347,0.69,0.2289,0.59,0.2279
model-1664982448,1664982461.404,0.58,0.2342,0.66,0.2285
model-1664982448,1664982461.446,0.56,0.2386,0.56,0.2473
model-1664982448,1664982461.492,0.58,0.2324,0.62,0.2285
model-1664982448,1664982461.558,0.7,0.2136,0.67,0.219
model-1664982448,1664982461.607,0.56,0.2444,0.66,0.2256
model-1664982448,1664982461.66,0.67,0.2162,0.67,0.2212
model-1664982448,1664982461.707,0.6,0.2365,0.57,0.2361
model-1664982448,1664982461.762,0.66,0.2229,0.58,0.2364
model-1664982448,1664982461.814,0.7,0.2093,0.61,0.2408
model-1664982448,1664982461.868,0.59,0.2384,0.64,0.2308
model-1664982448,1664982461.908,0.65,0.2206,0.5,0.26
model-1664982448,1664982461.954,0.7,0.1961,0.67,0.2222
model-1664982448,1664982462.021,0.6,0.2249,0.57,0.2653
model-1664982448,1664982462.062,0.68,0.2112,0.56,0.2672
model-1664982448,1664982462.123,0.62,0.24,0.64,0.226
model-1664982448,1664982462.162,0.61,0.2469,0.68,0.218
model-1664982448,1664982462.223,0.6,0.2271,0.58,0.2402
model-1664982448,1664982462.262,0.63,0.2242,0.61,0.2369
model-1664982448,1664982462.323,0.59,0.2476,0.59,0.2387
model-1664982448,1664982462.375,0.55,0.2422,0.6,0.2359
model-1664982448,1664982462.424,0.59,0.2408,0.6,0.2397
model-1664982448,1664982462.471,0.67,0.2129,0.63,0.2331
model-1664982448,1664982462.527,0.58,0.244,0.57,0.2506
model-1664982448,1664982462.564,0.58,0.2646,0.58,0.2293
model-1664982448,1664982462.627,0.65,0.2279,0.69,0.2094
model-1664982448,1664982462.682,0.65,0.2361,0.59,0.2528
model-1664982448,1664982462.725,0.6,0.2277,0.5,0.2541
model-1664982448,1664982462.785,0.69,0.2173,0.6,0.2387
model-1664982448,1664982462.838,0.78,0.1975,0.54,0.2456
model-1664982448,1664982462.879,0.56,0.2347,0.65,0.2235
model-1664982448,1664982462.925,0.61,0.2306,0.59,0.2397
model-1664982448,1664982462.989,0.66,0.2245,0.58,0.2436
model-1664982448,1664982463.039,0.58,0.2338,0.6,0.2377
model-1664982448,1664982463.088,0.67,0.2147,0.64,0.2212
model-1664982448,1664982463.139,0.58,0.2306,0.62,0.2362
model-1664982448,1664982463.189,0.66,0.2202,0.59,0.2305
model-1664982448,1664982463.24,0.61,0.2295,0.56,0.2368
model-1664982448,1664982463.291,0.57,0.2449,0.57,0.2455
model-1664982448,1664982463.342,0.52,0.2632,0.55,0.2327
model-1664982448,1664982463.379,0.54,0.2479,0.57,0.2383
model-1664982448,1664982463.441,0.66,0.2312,0.54,0.2422
model-1664982448,1664982463.491,0.6,0.2277,0.65,0.2306
model-1664982448,1664982463.525,0.61,0.2329,0.56,0.2446
model-1664982448,1664982463.588,0.68,0.2189,0.59,0.2381
model-1664982448,1664982463.64,0.54,0.245,0.6,0.232
model-1664982448,1664982463.693,0.58,0.2408,0.64,0.2167
model-1664982448,1664982463.743,0.66,0.2136,0.59,0.236
model-1664982448,1664982463.794,0.67,0.2262,0.59,0.238
model-1664982448,1664982463.834,0.56,0.2461,0.65,0.218
model-1664982448,1664982463.894,0.54,0.252,0.63,0.2159
model-1664982448,1664982463.947,0.61,0.2372,0.61,0.2345
model-1664982448,1664982464.004,0.66,0.2223,0.6,0.2439
model-1664982448,1664982464.047,0.63,0.2361,0.55,0.2433
model-1664982448,1664982464.094,0.62,0.2235,0.62,0.2367
model-1664982448,1664982464.156,0.63,0.2323,0.61,0.2367
model-1664982448,1664982464.196,0.63,0.2258,0.65,0.232
model-1664982448,1664982464.262,0.67,0.2121,0.61,0.2302
model-1664982448,1664982464.316,0.69,0.2114,0.52,0.2502
model-1664982448,1664982464.368,0.63,0.2304,0.55,0.2416
model-1664982448,1664982464.412,0.68,0.22,0.62,0.2298
model-1664982448,1664982464.459,0.6,0.221,0.55,0.2577
model-1664982448,1664982464.52,0.62,0.2233,0.56,0.2439
model-1664982448,1664982464.562,0.67,0.2212,0.61,0.2433
model-1664982448,1664982464.62,0.58,0.2431,0.61,0.2299
model-1664982448,1664982464.662,0.72,0.2076,0.58,0.2397
model-1664982448,1664982464.713,0.7,0.2066,0.67,0.2231
model-1664982448,1664982464.77,0.73,0.2063,0.6,0.244
model-1664982448,1664982464.815,0.59,0.2212,0.63,0.2155
model-1664982448,1664982464.871,0.63,0.2267,0.61,0.2268
model-1664982448,1664982464.913,0.64,0.2257,0.65,0.2099
model-1664982448,1664982464.96,0.66,0.2085,0.64,0.2261
model-1664982448,1664982465.023,0.58,0.2242,0.61,0.2275
model-1664982448,1664982465.067,0.59,0.2335,0.65,0.2354
model-1664982448,1664982465.126,0.64,0.225,0.7,0.2084
model-1664982448,1664982465.162,0.6,0.2404,0.57,0.2336
model-1664982448,1664982465.229,0.67,0.2127,0.55,0.2556
model-1664982448,1664982465.264,0.64,0.2096,0.63,0.2429
model-1664982448,1664982465.327,0.61,0.2398,0.69,0.2143
model-1664982448,1664982465.376,0.58,0.2334,0.62,0.247
model-1664982448,1664982465.414,0.62,0.2128,0.6,0.235
model-1664982448,1664982465.461,0.66,0.2188,0.61,0.2434
model-1664982448,1664982465.523,0.49,0.2556,0.52,0.2432
model-1664982448,1664982465.562,0.59,0.2243,0.66,0.2154
model-1664982448,1664982465.615,0.68,0.2051,0.59,0.2367
model-1664982448,1664982465.67,0.62,0.2278,0.65,0.2319
model-1664982448,1664982465.715,0.56,0.2356,0.62,0.2354
model-1664982448,1664982465.762,0.57,0.2495,0.6,0.2292
model-1664982448,1664982465.818,0.58,0.242,0.57,0.2265
model-1664982448,1664982465.864,0.59,0.2276,0.64,0.2255
model-1664982448,1664982465.915,0.56,0.2414,0.57,0.2473
model-1664982448,1664982465.967,0.63,0.2224,0.68,0.2143
model-1664982448,1664982466.015,0.59,0.2317,0.67,0.2158
model-1664982448,1664982466.062,0.69,0.214,0.57,0.2506
model-1664982448,1664982466.112,0.64,0.2247,0.6,0.2317
model-1664982448,1664982466.148,0.61,0.2165,0.7,0.211
model-1664982448,1664982466.195,0.66,0.2188,0.72,0.2069
model-1664982448,1664982466.257,0.69,0.2157,0.6,0.2299
model-1664982448,1664982466.306,0.72,0.2039,0.63,0.2293
model-1664982448,1664982466.354,0.62,0.2391,0.61,0.2283
model-1664982448,1664982466.406,0.67,0.2066,0.67,0.2218
model-1664982448,1664982466.449,0.65,0.2106,0.57,0.2421
model-1664982448,1664982466.496,0.67,0.213,0.71,0.2025
model-1664982448,1664982466.553,0.67,0.209,0.66,0.2141
model-1664982448,1664982466.596,0.64,0.2154,0.59,0.2351
model-1664982448,1664982466.649,0.73,0.2013,0.62,0.2319
model-1664982448,1664982466.701,0.63,0.2181,0.63,0.2402
model-1664982448,1664982466.749,0.62,0.2389,0.55,0.2406
model-1664982448,1664982466.797,0.62,0.2425,0.67,0.2243
model-1664982448,1664982466.851,0.69,0.2007,0.59,0.2521
model-1664982448,1664982466.898,0.73,0.1851,0.59,0.2437
model-1664982448,1664982466.949,0.65,0.2148,0.6,0.2348
model-1664982448,1664982467.0,0.63,0.2299,0.64,0.212
model-1664982448,1664982467.049,0.7,0.1901,0.55,0.2495
model-1664982448,1664982467.096,0.65,0.2275,0.64,0.2313
model-1664982448,1664982467.148,0.75,0.1913,0.71,0.2026
model-1664982448,1664982467.18,0.62,0.2248,0.7,0.2
model-1664982448,1664982467.233,0.67,0.2149,0.6,0.2275
model-1664982448,1664982467.291,0.61,0.2165,0.63,0.2209
model-1664982448,1664982467.331,0.64,0.2178,0.62,0.2161
model-1664982448,1664982467.378,0.67,0.217,0.63,0.2476
model-1664982448,1664982467.437,0.66,0.2136,0.62,0.248
model-1664982448,1664982467.481,0.65,0.2349,0.73,0.2011
model-1664982448,1664982467.519,0.73,0.1976,0.67,0.2041
model-1664982448,1664982467.583,0.7,0.2208,0.57,0.2381
model-1664982448,1664982467.619,0.64,0.2294,0.65,0.2186
model-1664982448,1664982467.665,0.54,0.2521,0.63,0.2171
model-1664982448,1664982467.726,0.61,0.2135,0.56,0.246
model-1664982448,1664982467.764,0.64,0.2052,0.62,0.2423
model-1664982448,1664982467.823,0.62,0.2407,0.69,0.2211
model-1664982448,1664982467.873,0.72,0.2072,0.64,0.2287
model-1664982448,1664982467.92,0.67,0.2139,0.61,0.2185
model-1664982448,1664982467.965,0.69,0.1984,0.64,0.2146
model-1664982448,1664982468.018,0.62,0.2383,0.66,0.2277
model-1664982448,1664982468.067,0.62,0.2321,0.68,0.2057
model-1664982448,1664982468.114,0.65,0.2268,0.58,0.2331
model-1664982448,1664982468.163,0.75,0.1819,0.55,0.2426
model-1664982448,1664982468.211,0.65,0.2068,0.56,0.2434
model-1664982448,1664982468.259,0.62,0.2111,0.68,0.2163
model-1664982448,1664982468.307,0.66,0.2158,0.65,0.2216
model-1664982448,1664982468.348,0.58,0.2388,0.67,0.2052
model-1664982448,1664982468.395,0.63,0.2196,0.72,0.1927
model-1664982448,1664982468.453,0.63,0.2197,0.59,0.2349
model-1664982448,1664982468.496,0.68,0.2126,0.58,0.2488
model-1664982448,1664982468.537,0.64,0.2218,0.6,0.2417
model-1664982448,1664982468.597,0.56,0.2533,0.53,0.2642
model-1664982448,1664982468.637,0.72,0.2065,0.63,0.2103
model-1664982448,1664982468.684,0.68,0.2167,0.67,0.2069
model-1664982448,1664982468.74,0.7,0.199,0.69,0.2182
model-1664982448,1664982468.788,0.69,0.2032,0.66,0.2238
model-1664982448,1664982468.832,0.59,0.2413,0.62,0.2362
model-1664982448,1664982468.885,0.71,0.2068,0.58,0.2326
model-1664982448,1664982468.922,0.71,0.2034,0.66,0.2223
model-1664982448,1664982468.969,0.69,0.1981,0.63,0.2239
model-1664982448,1664982469.027,0.67,0.217,0.63,0.2299
model-1664982448,1664982469.065,0.66,0.2154,0.69,0.2135
model-1664982448,1664982469.122,0.68,0.2063,0.66,0.2124
model-1664982448,1664982469.17,0.66,0.2097,0.65,0.2269
model-1664982448,1664982469.213,0.73,0.1821,0.62,0.2159
model-1664982448,1664982469.253,0.71,0.1912,0.67,0.2189
model-1664982448,1664982469.316,0.68,0.2077,0.67,0.2114
model-1664982448,1664982469.348,0.71,0.2031,0.65,0.2247
model-1664982448,1664982469.411,0.7,0.1984,0.68,0.2093
model-1664982448,1664982469.461,0.69,0.1968,0.71,0.1996
model-1664982448,1664982469.498,0.66,0.2164,0.7,0.1872
model-1664982448,1664982469.555,0.69,0.1892,0.65,0.2162
model-1664982448,1664982469.604,0.73,0.1874,0.55,0.2552
model-1664982448,1664982469.647,0.71,0.2,0.69,0.2124
model-1664982448,1664982469.694,0.63,0.2364,0.68,0.2027
model-1664982448,1664982469.747,0.67,0.2089,0.61,0.2238
model-1664982448,1664982469.794,0.65,0.2138,0.66,0.2287
model-1664982448,1664982469.833,0.71,0.1985,0.56,0.278
model-1664982448,1664982469.89,0.63,0.2332,0.58,0.2436
model-1664982448,1664982469.924,0.74,0.1854,0.58,0.2424
model-1664982448,1664982469.971,0.59,0.2604,0.61,0.2532
model-1664982448,1664982470.034,0.64,0.2273,0.59,0.2329
model-1664982448,1664982470.081,0.75,0.1882,0.68,0.2061
model-1664982448,1664982470.124,0.7,0.2023,0.68,0.2029
model-1664982448,1664982470.175,0.68,0.212,0.62,0.2209
model-1664982448,1664982470.215,0.57,0.2443,0.68,0.206
model-1664982448,1664982470.272,0.69,0.194,0.66,0.2211
model-1664982448,1664982470.323,0.69,0.1946,0.59,0.2362
model-1664982448,1664982470.364,0.73,0.1864,0.59,0.2331
model-1664982448,1664982470.411,0.59,0.2345,0.67,0.2024
model-1664982448,1664982470.468,0.63,0.2301,0.65,0.2331
model-1664982448,1664982470.513,0.7,0.2071,0.64,0.2086
model-1664982448,1664982470.556,0.67,0.1969,0.7,0.1951
model-1664982448,1664982470.61,0.63,0.2184,0.64,0.2351
model-1664982448,1664982470.648,0.72,0.1864,0.69,0.2136
model-1664982448,1664982470.694,0.65,0.193,0.66,0.2005
model-1664982448,1664982470.754,0.7,0.1953,0.73,0.1869
model-1664982448,1664982470.803,0.71,0.1845,0.63,0.235
model-1664982448,1664982470.847,0.7,0.205,0.64,0.2315
model-1664982448,1664982470.898,0.66,0.2203,0.66,0.2367
model-1664982448,1664982470.941,0.64,0.2064,0.65,0.217
model-1664982448,1664982470.988,0.68,0.2085,0.61,0.2313
model-1664982448,1664982471.041,0.73,0.1952,0.65,0.2039
model-1664982448,1664982471.081,0.68,0.2091,0.66,0.2096
model-1664982448,1664982471.126,0.72,0.1872,0.59,0.2474
model-1664982448,1664982471.184,0.79,0.1595,0.7,0.2043
model-1664982448,1664982471.226,0.66,0.2119,0.69,0.2046
model-1664982448,1664982471.279,0.73,0.1687,0.65,0.2251
model-1664982448,1664982471.327,0.7,0.1958,0.69,0.2089
model-1664982448,1664982471.364,0.69,0.1943,0.63,0.2371
model-1664982448,1664982471.411,0.68,0.2019,0.68,0.2109
model-1664982448,1664982471.469,0.72,0.1886,0.65,0.2096
model-1664982448,1664982471.513,0.75,0.1672,0.57,0.2346
model-1664982448,1664982471.558,0.7,0.1979,0.65,0.227
model-1664982448,1664982471.611,0.7,0.1925,0.7,0.1968
model-1664982448,1664982471.658,0.68,0.2151,0.66,0.2307
model-1664982448,1664982471.696,0.72,0.1886,0.69,0.195
model-1664982448,1664982471.756,0.61,0.2452,0.65,0.2254
model-1664982448,1664982471.807,0.69,0.1978,0.68,0.2022
model-1664982448,1664982471.847,0.69,0.2039,0.68,0.2193
model-1664982448,1664982471.903,0.63,0.227,0.69,0.2075
model-1664982448,1664982471.944,0.74,0.1935,0.62,0.2225
model-1664982448,1664982471.99,0.69,0.1938,0.56,0.2446
model-1664982448,1664982472.046,0.69,0.1933,0.59,0.239
model-1664982448,1664982472.08,0.55,0.2813,0.65,0.2104
model-1664982448,1664982472.128,0.63,0.2071,0.7,0.2056
model-1664982448,1664982472.19,0.72,0.1929,0.67,0.2131
model-1664982448,1664982472.228,0.68,0.2068,0.56,0.2449
model-1664982448,1664982472.289,0.64,0.2454,0.64,0.2291
model-1664982448,1664982472.34,0.65,0.2435,0.65,0.2127
model-1664982448,1664982472.379,0.69,0.1875,0.77,0.1784
model-1664982448,1664982472.429,0.73,0.1909,0.63,0.212
model-1664982448,1664982472.485,0.72,0.1821,0.69,0.2086
model-1664982448,1664982472.529,0.66,0.2081,0.74,0.1973
model-1664982448,1664982472.576,0.63,0.2238,0.72,0.1961
model-1664982448,1664982472.629,0.68,0.2089,0.75,0.1661
model-1664982448,1664982472.664,0.66,0.2123,0.62,0.2309
model-1664982448,1664982472.715,0.76,0.1882,0.68,0.2101
model-1664982448,1664982472.775,0.77,0.1903,0.72,0.2009
model-1664982448,1664982472.816,0.69,0.1974,0.64,0.2318
model-1664982448,1664982472.861,0.69,0.1831,0.7,0.2073
model-1664982448,1664982472.918,0.64,0.217,0.71,0.2052
model-1664982448,1664982472.963,0.74,0.1976,0.72,0.2011
model-1664982448,1664982473.017,0.75,0.1584,0.7,0.1847
model-1664982448,1664982473.067,0.7,0.1901,0.68,0.2141
model-1664982448,1664982473.114,0.69,0.1948,0.62,0.2179
model-1664982448,1664982473.161,0.72,0.1995,0.71,0.1978
model-1664982448,1664982473.209,0.69,0.2108,0.61,0.2098
model-1664982448,1664982473.257,0.68,0.2074,0.75,0.2056
model-1664982448,1664982473.304,0.73,0.182,0.67,0.21
model-1664982448,1664982473.354,0.73,0.1947,0.64,0.2134
model-1664982448,1664982473.397,0.69,0.2034,0.58,0.2284
model-1664982448,1664982473.445,0.68,0.202,0.72,0.1927
model-1664982448,1664982473.503,0.74,0.1753,0.64,0.2291
model-1664982448,1664982473.546,0.64,0.2128,0.6,0.2274
model-1664982448,1664982473.592,0.68,0.2047,0.67,0.2224
model-1664982448,1664982473.65,0.74,0.1744,0.73,0.1849
model-1664982448,1664982473.696,0.63,0.246,0.62,0.2378
model-1664982448,1664982473.748,0.63,0.1931,0.76,0.1656
model-1664982448,1664982473.801,0.72,0.18,0.69,0.212
model-1664982448,1664982473.847,0.72,0.1754,0.66,0.2187
model-1664982448,1664982473.894,0.73,0.1868,0.68,0.1951
model-1664982448,1664982473.944,0.71,0.1994,0.64,0.2099
model-1664982448,1664982473.981,0.69,0.2235,0.68,0.2053
model-1664982448,1664982474.031,0.78,0.1781,0.68,0.2138
model-1664982448,1664982474.09,0.72,0.1841,0.66,0.2307
model-1664982448,1664982474.131,0.75,0.1858,0.69,0.2165
model-1664982448,1664982474.178,0.74,0.1856,0.67,0.199
model-1664982448,1664982474.236,0.74,0.172,0.71,0.1869
model-1664982448,1664982474.288,0.68,0.2059,0.72,0.1845
model-1664982448,1664982474.332,0.63,0.2267,0.68,0.2183
